income,expenses,total_savings,monthly_savings,membership_duration,loan_amount,duration,num_dependents,expected_return,guarantor_salary,collateral_value,collateral_type,collateral_type_score,has_guarantor,business_type,purpose,borrower_type,default_probability,defaulted
12135,7151,51310,2951,10,143216,18,6,272926,0,72755,savings,0.7,0,Retail Trade,Business Expansion,small_trader,1.0,1
18424,9990,274444,3555,15,67287,6,0,163467,15088,125370,savings,0.7,1,Retail Trade,Vehicle Purchase,civil_servant,1.0,1
11280,5919,40321,7082,9,156467,17,2,302976,0,112966,other,0.2,0,Wholesale,Equipment Purchase,small_trader,1.0,1
13463,6388,46448,4822,31,103043,19,7,125468,0,15097,livestock,0.4,0,Agriculture,Agricultural Input,farmer,0.7812,0
14545,5424,194867,4530,39,87114,20,2,112663,9227,139194,vehicle,0.8,1,Retail Trade,Working Capital,civil_servant,0.3732,0
30676,16258,125423,3987,49,131678,30,2,316236,34475,177487,property,1.0,1,Services,Construction Project,civil_servant,0.3732,1
15344,9391,105924,2888,14,94258,6,1,153518,6977,46895,equipment,0.5,1,Wholesale,Business Expansion,small_trader,1.0,1
34590,17909,63658,11168,53,221970,23,1,288243,45065,379001,property,1.0,1,Other,Construction Project,civil_servant,1.0,1
9084,4207,170106,8699,41,284663,16,1,951733,6890,247477,vehicle,0.8,1,Manufacturing,Working Capital,micro_entrepreneur,1.0,1
13814,6484,190596,5408,27,357436,17,2,611197,12397,709783,savings,0.7,1,Other,Vehicle Purchase,civil_servant,1.0,1
12051,5000,229086,6498,30,175956,19,3,493688,0,319779,property,1.0,0,Services,Working Capital,civil_servant,1.0,1
13179,7169,166945,5606,36,126078,15,4,359561,0,184659,property,1.0,0,Manufacturing,Equipment Purchase,micro_entrepreneur,1.0,1
15700,8536,179509,2888,47,253134,20,2,860554,10684,240781,property,1.0,1,Technology,Equipment Purchase,micro_entrepreneur,1.0,1
10390,3714,159540,7597,25,177366,8,1,379658,5229,214478,property,1.0,1,Retail Trade,Vehicle Purchase,civil_servant,1.0,1
3563,2865,27773,234,9,48343,6,7,42573,450,14096,other,0.2,1,Other,Working Capital,daily_laborer,1.0,1
11327,5568,79704,1475,18,76589,21,2,113257,7055,0,none,0.0,1,Agriculture,Agricultural Input,farmer,1.0,1
33209,11673,90839,5336,35,344802,8,4,448303,18319,455412,vehicle,0.8,1,Other,Vehicle Purchase,civil_servant,1.0,1
16083,5640,189813,24715,26,722434,22,0,1530869,23809,1987599,savings,0.7,1,Other,Construction Project,professional,1.0,1
16557,9724,145056,1329,8,282514,14,4,486951,16412,142182,other,0.2,1,Wholesale,Business Expansion,small_trader,1.0,1
15311,7770,17907,5120,9,210363,21,5,542719,13238,197207,property,1.0,1,Services,Working Capital,micro_entrepreneur,1.0,1
13083,8566,66563,959,17,20063,13,6,17892,6429,1806,equipment,0.5,1,Construction,Business Expansion,construction,0.4912,0
34334,15918,407492,19102,15,647352,45,0,1621084,0,678708,savings,0.7,0,Services,Construction Project,professional,0.645,0
6429,3101,27853,6133,38,60938,31,3,171719,0,112245,property,1.0,0,Services,Business Expansion,micro_entrepreneur,0.4688,1
3844,2336,95557,2842,27,115779,21,7,118217,1673,0,none,0.0,1,Agriculture,Equipment Purchase,farmer,1.0,1
7233,4338,49489,2317,8,179856,4,1,245139,3272,117521,equipment,0.5,1,Construction,Equipment Purchase,construction,1.0,1
4526,2487,21164,1497,13,115684,13,7,110090,0,40571,livestock,0.4,0,Agriculture,Equipment Purchase,farmer,1.0,1
21003,13295,117832,6183,15,36779,13,1,89861,22423,33609,other,0.2,1,Wholesale,Working Capital,small_trader,0.3458,0
15278,6092,212301,15219,46,238229,17,1,358393,19490,279586,property,1.0,1,Services,Education,professional,1.0,1
19468,8572,215631,17769,51,689466,18,1,2299242,25429,891915,property,1.0,1,Technology,Education,professional,1.0,1
4751,3834,21518,1344,5,55217,6,2,59602,0,0,none,0.0,0,Other,Other,daily_laborer,1.0,1
12412,8073,96782,1781,33,219507,6,1,328403,9878,0,none,0.0,1,Transport,Working Capital,transport_worker,1.0,1
24066,10056,183749,10818,38,296700,30,4,678183,35200,232067,property,1.0,1,Retail Trade,Construction Project,civil_servant,0.5432,1
11310,5644,55344,4522,30,247604,34,5,632449,14202,395409,equipment,0.5,1,Retail Trade,Working Capital,micro_entrepreneur,1.0,1
24367,11441,244098,8377,59,135026,16,1,275245,17929,260822,savings,0.7,1,Retail Trade,Construction Project,civil_servant,0.4158,0
4252,2957,86723,3533,34,147239,9,4,130424,2742,89282,other,0.2,1,Agriculture,Working Capital,farmer,1.0,1
10208,6333,99382,1391,24,97461,6,2,91912,0,0,none,0.0,0,Agriculture,Working Capital,farmer,1.0,1
34795,14866,184937,5863,52,363827,32,4,454614,43555,208122,property,1.0,1,Services,Vehicle Purchase,civil_servant,0.437,0
13527,7264,34450,2930,33,290284,4,6,541473,10148,277521,savings,0.7,1,Retail Trade,Working Capital,small_trader,1.0,1
13770,9455,42761,1320,17,73253,9,5,100499,0,69253,livestock,0.4,0,Agriculture,Working Capital,farmer,1.0,1
15055,9181,101116,5228,13,163693,18,6,213146,5536,233738,other,0.2,1,Retail Trade,Equipment Purchase,small_trader,1.0,1
5781,3235,17083,7469,46,73057,17,1,153001,5277,60529,equipment,0.5,1,Wholesale,Business Expansion,small_trader,1.0,1
13329,7389,190955,1693,9,312347,28,5,678712,7398,433229,vehicle,0.8,1,Services,Business Expansion,micro_entrepreneur,1.0,1
8210,3990,177274,4557,26,304711,21,1,994109,9900,142363,vehicle,0.8,1,Retail Trade,Business Expansion,micro_entrepreneur,1.0,1
26419,11720,186377,2396,14,276740,30,3,602975,31386,348190,property,1.0,1,Retail Trade,Vehicle Purchase,civil_servant,0.5645,0
6994,6026,10818,1210,4,75150,11,2,70668,0,10828,other,0.2,0,Other,Other,daily_laborer,1.0,1
18218,7698,298779,6186,28,244775,8,4,573490,12214,169715,savings,0.7,1,Services,Construction Project,civil_servant,1.0,1
29767,14873,79820,3698,29,209273,24,1,425360,15975,403206,vehicle,0.8,1,Other,Construction Project,civil_servant,0.4158,0
15896,8075,69218,985,35,226378,6,5,434516,12774,0,none,0.0,1,Transport,Working Capital,transport_worker,1.0,1
14121,7425,248373,8610,42,147123,30,2,195321,20267,318618,savings,0.7,1,Other,Construction Project,civil_servant,0.4795,1
23474,12910,176099,8830,31,164703,25,4,216161,0,220668,vehicle,0.8,0,Manufacturing,Working Capital,micro_entrepreneur,0.6387,1
27279,12242,233751,2580,37,170163,19,3,358043,26906,330128,property,1.0,1,Other,Construction Project,civil_servant,0.2458,0
6246,4067,63471,3842,19,68848,14,3,124392,3721,47456,other,0.2,1,Agriculture,Equipment Purchase,farmer,1.0,1
11093,7011,71654,1708,22,96652,14,6,164147,3359,0,none,0.0,1,Construction,Business Expansion,construction,1.0,1
16970,9986,59339,1413,3,85252,14,1,107015,4027,0,none,0.0,1,Construction,Working Capital,construction,1.0,1
2617,2011,26715,437,14,69192,5,3,64179,1217,0,none,0.0,1,Services,Medical Emergency,daily_laborer,1.0,1
12071,7198,174562,8288,13,270435,12,5,382556,9485,439715,property,1.0,1,Manufacturing,Business Expansion,micro_entrepreneur,1.0,1
33618,11977,228774,4967,55,128669,27,4,164050,42436,263511,vehicle,0.8,1,Other,Working Capital,civil_servant,0.1395,0
23173,9713,115101,9604,16,117610,27,2,168226,0,71097,property,1.0,0,Retail Trade,Working Capital,civil_servant,0.5432,1
9883,5159,20145,872,13,112912,17,1,153543,4527,67856,other,0.2,1,Construction,Business Expansion,construction,1.0,1
22579,11424,58884,9490,37,386307,16,3,1111656,32451,925049,savings,0.7,1,Services,Education,civil_servant,1.0,1
50207,15293,486230,20817,48,620290,26,3,1530209,38132,584673,savings,0.7,1,Technology,Education,professional,0.5812,0
32779,14255,53500,10065,29,224804,9,0,527923,35845,207739,savings,0.7,1,Retail Trade,Education,civil_servant,1.0,1
10601,5050,64711,746,8,148354,11,7,125332,2839,92978,livestock,0.4,1,Agriculture,Equipment Purchase,farmer,1.0,1
40283,19429,252093,17997,34,141008,14,3,427445,55255,352273,vehicle,0.8,1,Services,Vehicle Purchase,professional,0.2412,0
17920,7842,140570,3558,36,25695,7,3,59545,20372,16119,other,0.2,1,Wholesale,Working Capital,small_trader,0.3245,0
16456,6243,161719,2865,52,167046,17,2,333996,0,412273,property,1.0,0,Services,Construction Project,civil_servant,1.0,1
14401,7772,285059,7904,56,320750,23,0,830912,16060,436210,savings,0.7,1,Services,Vehicle Purchase,civil_servant,1.0,1
6218,3566,35585,3097,23,274244,8,1,405342,2585,237489,equipment,0.5,1,Food & Beverage,Working Capital,small_trader,1.0,1
15380,9917,107490,5638,16,228208,18,2,393789,8194,263721,equipment,0.5,1,Food & Beverage,Business Expansion,small_trader,1.0,1
7195,3522,27026,4319,41,131054,27,0,360480,7733,212217,property,1.0,1,Services,Equipment Purchase,micro_entrepreneur,1.0,1
9042,4849,38987,4716,15,257698,11,2,571700,3619,375981,savings,0.7,1,Wholesale,Equipment Purchase,small_trader,1.0,1
16724,9108,186630,4169,37,156781,21,0,225590,24079,129307,vehicle,0.8,1,Services,Working Capital,civil_servant,0.5432,0
8205,4719,81745,6509,14,46504,12,0,92417,7629,77544,vehicle,0.8,1,Retail Trade,Equipment Purchase,micro_entrepreneur,1.0,1
17036,8156,56601,3443,25,237164,31,1,404175,20527,305025,property,1.0,1,Manufacturing,Business Expansion,micro_entrepreneur,1.0,1
10928,5350,183341,9240,21,254266,26,4,496408,10937,331633,property,1.0,1,Technology,Equipment Purchase,micro_entrepreneur,1.0,1
13535,8963,32241,4916,16,63450,24,1,96111,7437,32749,savings,0.7,1,Transport,Working Capital,transport_worker,0.4155,0
22015,9815,36923,5083,30,177564,23,2,407372,28905,342872,savings,0.7,1,Other,Working Capital,civil_servant,1.0,1
21016,11727,80491,1232,44,192326,7,4,387766,19887,248702,equipment,0.5,1,Wholesale,Equipment Purchase,small_trader,1.0,1
32400,17749,230705,2182,31,339995,12,4,481640,28644,296773,property,1.0,1,Other,Education,civil_servant,1.0,1
7649,5960,16152,940,5,41419,7,8,47329,796,0,none,0.0,1,Construction,Working Capital,daily_laborer,1.0,1
7463,5522,10064,1886,21,157351,15,6,177175,1607,0,none,0.0,1,Construction,Equipment Purchase,construction,1.0,1
7370,6242,4669,954,17,61577,10,7,52360,2871,11996,other,0.2,1,Construction,Medical Emergency,daily_laborer,1.0,1
19573,9372,65040,2505,10,70128,19,5,127660,22121,57817,other,0.2,1,Food & Beverage,Business Expansion,small_trader,0.4308,0
42437,17780,279544,3095,38,749598,24,3,1792957,40678,1637737,vehicle,0.8,1,Technology,Vehicle Purchase,professional,1.0,1
56484,18963,182998,24467,29,66921,17,0,265998,80839,94590,vehicle,0.8,1,Technology,Business Expansion,professional,0.135,0
16619,9091,106413,6582,29,265433,27,3,741510,0,159923,vehicle,0.8,0,Services,Equipment Purchase,micro_entrepreneur,1.0,1
22901,12446,59108,6795,26,275257,22,1,276216,0,199687,equipment,0.5,0,Food & Beverage,Equipment Purchase,small_trader,1.0,1
20451,11002,166081,11466,51,164099,31,0,470157,11337,310848,vehicle,0.8,1,Services,Vehicle Purchase,civil_servant,0.2458,0
39409,19643,435264,9696,26,412682,26,1,1265873,50719,1068645,property,1.0,1,Technology,Education,professional,0.4112,1
11504,4714,48079,845,47,290409,11,5,441046,11790,133264,savings,0.7,1,Wholesale,Equipment Purchase,small_trader,1.0,1
22592,14159,148814,2299,20,207381,13,3,318685,18481,225440,equipment,0.5,1,Food & Beverage,Equipment Purchase,small_trader,1.0,1
12607,4600,241327,4286,20,285898,24,3,460870,9087,499690,property,1.0,1,Retail Trade,Construction Project,civil_servant,1.0,1
26379,8729,142946,11806,47,240887,37,1,894558,26531,418800,vehicle,0.8,1,Other,Business Expansion,professional,0.305,0
13380,7693,18385,1324,25,90133,8,4,73991,0,22779,other,0.2,0,Agriculture,Working Capital,farmer,1.0,1
28775,12360,253439,3292,13,105645,16,2,243747,0,216266,savings,0.7,0,Services,Construction Project,civil_servant,0.352,0
14974,10054,56073,2344,14,151104,7,3,250651,7085,59925,equipment,0.5,1,Construction,Working Capital,construction,1.0,1
15076,9898,38405,639,16,45286,4,4,77134,3324,22490,other,0.2,1,Construction,Equipment Purchase,construction,1.0,1
24899,13126,196283,3946,13,351936,6,4,757396,0,225259,vehicle,0.8,0,Retail Trade,Education,civil_servant,1.0,1
25731,10679,238837,2874,58,197902,13,0,297954,21536,156642,savings,0.7,1,Services,Education,civil_servant,1.0,1
22347,10183,127022,5363,12,115324,32,3,254810,23301,164063,equipment,0.5,1,Technology,Business Expansion,micro_entrepreneur,0.1712,0
23776,12606,42270,4450,57,359397,19,3,610718,22912,344586,savings,0.7,1,Services,Working Capital,civil_servant,1.0,1
17141,10536,75381,697,22,35201,9,6,33651,10225,19005,equipment,0.5,1,Construction,Working Capital,construction,0.4912,0
22625,9490,108952,7424,17,123737,14,6,298559,0,136480,savings,0.7,0,Wholesale,Business Expansion,small_trader,0.6645,1
21832,11759,136228,7468,6,41115,8,5,95896,18475,60219,savings,0.7,1,Retail Trade,Business Expansion,small_trader,0.367,1
13219,6393,117125,4216,46,338153,19,4,449469,14130,578465,equipment,0.5,1,Retail Trade,Working Capital,micro_entrepreneur,1.0,1
7325,4084,43904,2061,33,167496,7,2,219996,4185,25694,equipment,0.5,1,Agriculture,Working Capital,farmer,1.0,1
17710,8465,180521,3236,11,268754,11,2,366103,9844,420038,vehicle,0.8,1,Retail Trade,Business Expansion,micro_entrepreneur,1.0,1
37909,16747,306206,20652,42,640977,37,0,1045360,0,1904282,vehicle,0.8,0,Services,Education,professional,0.6237,1
12368,6140,112663,2943,43,52744,19,5,140027,9630,31219,property,1.0,1,Manufacturing,Equipment Purchase,micro_entrepreneur,0.32,0
11508,6057,64860,4308,24,204863,16,3,370884,9104,146015,savings,0.7,1,Transport,Working Capital,transport_worker,1.0,1
27532,12366,51882,3811,44,58168,31,2,120120,36471,92345,savings,0.7,1,Services,Working Capital,civil_servant,0.2033,0
27302,12628,157313,7203,19,105369,8,0,212492,14138,80342,property,1.0,1,Services,Education,civil_servant,0.5432,0
10205,5778,190156,1903,14,337004,7,5,441548,0,431022,vehicle,0.8,0,Services,Business Expansion,micro_entrepreneur,1.0,1
14817,5189,72913,6419,57,67811,31,2,182184,19853,126196,vehicle,0.8,1,Retail Trade,Construction Project,civil_servant,0.0758,0
11055,5691,124514,7495,28,205210,21,1,276647,0,272608,savings,0.7,0,Retail Trade,Working Capital,small_trader,1.0,1
9559,5527,139901,2532,15,326112,6,2,648847,11047,493723,equipment,0.5,1,Manufacturing,Equipment Purchase,micro_entrepreneur,1.0,1
10709,7311,84934,3343,16,158119,16,7,173457,2590,97712,livestock,0.4,1,Agriculture,Agricultural Input,farmer,1.0,1
9027,5405,92673,3366,13,77131,24,1,105666,4338,0,none,0.0,1,Transport,Equipment Purchase,transport_worker,1.0,1
55836,17827,435585,6911,53,453516,43,0,1544263,60785,1073593,property,1.0,1,Services,Education,professional,0.135,0
16228,9935,72110,7414,24,173658,19,4,423782,12502,138315,savings,0.7,1,Retail Trade,Business Expansion,small_trader,1.0,1
29716,14916,125885,9434,14,258234,28,0,824992,0,372349,equipment,0.5,0,Services,Business Expansion,micro_entrepreneur,0.7237,1
5998,3623,52392,4949,19,24122,23,7,24457,0,17515,other,0.2,0,Agriculture,Agricultural Input,farmer,0.505,1
6662,3699,38228,3142,8,72496,11,2,97336,1446,0,none,0.0,1,Construction,Working Capital,construction,1.0,1
26329,13980,91641,9794,31,306733,34,4,769183,11479,213981,property,1.0,1,Manufacturing,Working Capital,micro_entrepreneur,1.0,1
52163,20810,205989,10014,53,197549,17,0,605004,46836,280298,vehicle,0.8,1,Technology,Vehicle Purchase,professional,0.305,0
19351,11498,104278,5224,43,42015,9,2,104282,18564,52965,other,0.2,1,Retail Trade,Equipment Purchase,small_trader,0.3245,0
39606,12693,339212,10153,42,675505,18,3,1909463,0,1536657,vehicle,0.8,0,Services,Business Expansion,professional,1.0,1
8869,5651,70745,1621,32,83467,16,2,115854,4493,53052,savings,0.7,1,Transport,Working Capital,transport_worker,1.0,1
6359,4472,1386,1498,10,22198,5,6,14153,2666,0,none,0.0,1,Other,Working Capital,daily_laborer,1.0,1
22557,9299,194790,9019,25,183013,9,0,443991,23124,199586,vehicle,0.8,1,Services,Vehicle Purchase,civil_servant,1.0,1
9144,6383,66998,588,21,104362,8,7,138688,0,16493,livestock,0.4,0,Agriculture,Equipment Purchase,farmer,1.0,1
5397,4749,9330,316,6,80262,3,6,51017,0,0,none,0.0,0,Other,Other,daily_laborer,1.0,1
13923,8460,60083,2039,6,34248,19,4,33556,10702,0,none,0.0,1,Agriculture,Working Capital,farmer,1.0,1
17870,11622,58365,3870,26,137929,17,4,214820,13027,74144,savings,0.7,1,Transport,Working Capital,transport_worker,1.0,1
19832,12529,48925,3087,12,99320,21,5,117607,0,83158,vehicle,0.8,0,Transport,Vehicle Purchase,transport_worker,0.798,1
24852,10733,179052,6079,26,380927,28,0,1052593,34657,559793,property,1.0,1,Services,Vehicle Purchase,civil_servant,1.0,1
21004,12933,31096,6931,47,223514,19,6,426514,22133,222940,savings,0.7,1,Food & Beverage,Business Expansion,small_trader,1.0,1
26239,14633,189572,7241,45,205216,24,5,556686,27588,290196,equipment,0.5,1,Technology,Equipment Purchase,micro_entrepreneur,0.5538,1
5473,4381,18045,264,11,43925,11,8,55704,0,0,none,0.0,0,Construction,Other,daily_laborer,1.0,1
32723,15486,96497,8752,40,215583,35,3,404389,45307,537766,property,1.0,1,Services,Vehicle Purchase,civil_servant,0.3732,0
22462,11617,251774,10354,35,153442,29,2,234796,0,225358,property,1.0,0,Other,Working Capital,civil_servant,0.3945,0
34454,16580,65053,8712,16,40864,30,1,76916,0,44663,property,1.0,0,Retail Trade,Vehicle Purchase,civil_servant,0.2458,1
2378,1898,28631,466,16,95265,5,7,70379,0,23098,other,0.2,0,Services,Working Capital,daily_laborer,1.0,1
21897,10727,106212,3052,8,216438,3,3,323373,21669,100527,other,0.2,1,Food & Beverage,Equipment Purchase,small_trader,1.0,1
36596,15404,265750,23556,23,255518,45,0,772661,38608,261844,property,1.0,1,Services,Education,professional,0.1562,0
29386,12664,206600,5219,37,208204,11,1,611053,18624,112093,property,1.0,1,Other,Working Capital,civil_servant,1.0,1
6868,3833,36128,1094,16,54082,5,3,90724,2794,0,none,0.0,1,Construction,Working Capital,construction,1.0,1
10569,6481,139973,7974,39,231045,7,3,392435,0,237972,equipment,0.5,0,Food & Beverage,Working Capital,small_trader,1.0,1
6103,4586,20186,1434,5,28363,4,7,24199,0,0,none,0.0,0,Services,Other,daily_laborer,1.0,1
10679,7221,76869,5022,21,70240,19,2,119232,9453,0,none,0.0,1,Transport,Working Capital,transport_worker,1.0,1
26695,10781,95913,3267,22,236497,18,0,391886,31935,260562,vehicle,0.8,1,Services,Education,civil_servant,0.6282,1
5982,2678,120671,4068,18,127525,20,5,179615,3151,176276,equipment,0.5,1,Retail Trade,Business Expansion,small_trader,1.0,1
28113,15348,46990,7144,25,217246,28,3,671456,26807,135471,property,1.0,1,Retail Trade,Equipment Purchase,micro_entrepreneur,1.0,1
3254,1649,50183,2294,31,113006,18,4,150025,1453,50751,equipment,0.5,1,Agriculture,Working Capital,farmer,1.0,1
14419,8153,115164,6227,30,273220,20,5,296008,7082,163754,equipment,0.5,1,Food & Beverage,Working Capital,small_trader,1.0,1
5657,2594,43878,1659,30,162069,14,5,247173,0,77196,livestock,0.4,0,Agriculture,Agricultural Input,farmer,1.0,1
23305,10869,135414,1545,33,273955,6,6,460059,0,181331,equipment,0.5,0,Food & Beverage,Working Capital,small_trader,1.0,1
15165,10273,44557,2203,4,136332,16,1,134949,0,73681,equipment,0.5,0,Construction,Working Capital,construction,1.0,1
17959,8781,328602,19087,44,550812,12,2,1957737,26230,1606708,savings,0.7,1,Services,Business Expansion,professional,1.0,1
9613,6028,15871,1735,29,79524,10,6,82395,0,0,none,0.0,0,Agriculture,Working Capital,farmer,1.0,1
22602,11037,194002,10346,52,535816,37,2,2071191,33680,687044,vehicle,0.8,1,Services,Vehicle Purchase,professional,1.0,1
19797,9539,53540,2128,15,35331,26,2,89576,25245,37596,equipment,0.5,1,Technology,Working Capital,micro_entrepreneur,0.1712,0
18583,7777,148996,3736,18,176206,9,1,176583,19571,246371,other,0.2,1,Retail Trade,Business Expansion,small_trader,1.0,1
9038,5117,99763,2619,11,107483,20,6,187697,0,0,none,0.0,0,Agriculture,Equipment Purchase,farmer,1.0,1
7897,5203,20161,472,3,59865,5,6,62258,1364,8338,other,0.2,1,Services,Medical Emergency,daily_laborer,1.0,1
12106,5303,196130,2376,54,327333,21,4,638944,0,638420,property,1.0,0,Retail Trade,Education,civil_servant,1.0,1
23812,11485,15908,4373,28,67163,18,6,162444,25903,72920,equipment,0.5,1,Food & Beverage,Business Expansion,small_trader,1.0,1
17856,10276,25814,3498,3,52231,11,1,93200,8904,0,none,0.0,1,Construction,Equipment Purchase,construction,1.0,1
28772,14395,75165,9310,24,337930,6,1,934587,0,210903,vehicle,0.8,0,Manufacturing,Business Expansion,micro_entrepreneur,1.0,1
6267,4665,12992,623,10,48068,11,6,67230,0,0,none,0.0,0,Other,Medical Emergency,daily_laborer,1.0,1
11874,5431,172019,1089,45,228976,15,1,302205,6221,202893,property,1.0,1,Services,Equipment Purchase,micro_entrepreneur,1.0,1
7895,4193,79260,3867,20,18485,11,3,32779,5395,0,none,0.0,1,Agriculture,Equipment Purchase,farmer,1.0,1
15675,5905,199980,2070,47,147507,6,2,189448,18919,245825,vehicle,0.8,1,Services,Vehicle Purchase,civil_servant,1.0,1
4758,3620,14333,1471,3,70590,6,5,89112,1929,0,none,0.0,1,Construction,Other,daily_laborer,1.0,1
3098,1964,19454,4587,32,134241,18,2,266044,0,126526,livestock,0.4,0,Agriculture,Equipment Purchase,farmer,1.0,1
18059,12031,39588,3512,6,230507,15,2,300294,8600,136096,savings,0.7,1,Transport,Vehicle Purchase,transport_worker,1.0,1
6872,3480,87597,5066,24,228156,22,2,269511,0,68432,savings,0.7,0,Transport,Vehicle Purchase,transport_worker,1.0,1
19034,11381,94990,6776,46,69732,18,5,233676,10070,123176,property,1.0,1,Technology,Business Expansion,micro_entrepreneur,0.2563,1
17995,9143,128418,1503,28,308039,12,2,1037123,13001,129058,vehicle,0.8,1,Technology,Working Capital,micro_entrepreneur,1.0,1
6197,5146,6003,139,7,60358,9,7,67029,2311,0,none,0.0,1,Services,Other,daily_laborer,1.0,1
21731,11550,97308,5809,48,114655,8,1,170858,0,125119,property,1.0,0,Services,Vehicle Purchase,civil_servant,1.0,1
26910,15449,81621,6401,14,199045,12,4,489994,17273,102455,vehicle,0.8,1,Technology,Equipment Purchase,micro_entrepreneur,1.0,1
13466,6219,41619,1043,26,30087,17,3,31251,0,19337,livestock,0.4,0,Agriculture,Equipment Purchase,farmer,0.3137,0
15019,10647,45889,2351,16,96236,13,1,169125,0,50593,equipment,0.5,0,Construction,Business Expansion,construction,1.0,1
7621,4567,81112,6202,19,164057,20,3,252578,7206,139163,other,0.2,1,Wholesale,Working Capital,small_trader,1.0,1
16220,7754,158061,5269,22,142357,31,3,409889,0,131767,vehicle,0.8,0,Services,Business Expansion,micro_entrepreneur,0.4262,1
7593,3611,72557,3886,34,227518,20,1,486971,6235,303376,vehicle,0.8,1,Technology,Working Capital,micro_entrepreneur,1.0,1
17118,9002,132978,7658,37,144726,15,5,186900,17919,171842,savings,0.7,1,Retail Trade,Working Capital,small_trader,1.0,1
19379,13009,102513,1042,35,112087,9,5,137388,7550,0,none,0.0,1,Transport,Vehicle Purchase,transport_worker,1.0,1
8890,6319,32091,1263,21,84310,3,3,119718,3698,41402,equipment,0.5,1,Construction,Business Expansion,construction,1.0,1
5887,3320,78013,1706,14,145293,14,5,155553,2006,66789,other,0.2,1,Construction,Working Capital,construction,1.0,1
18993,9548,88481,7587,9,91102,19,1,101441,7273,50801,savings,0.7,1,Retail Trade,Equipment Purchase,small_trader,0.537,0
15843,9333,22446,2618,22,48909,15,3,77249,6157,35482,equipment,0.5,1,Construction,Equipment Purchase,construction,0.5337,0
19448,7815,81278,1803,42,264044,11,3,384164,0,163747,other,0.2,0,Retail Trade,Business Expansion,small_trader,1.0,1
4848,2539,7843,1990,20,72920,8,6,118173,0,0,none,0.0,0,Construction,Business Expansion,construction,1.0,1
17030,8140,132723,5500,12,89235,20,5,227197,12008,168149,equipment,0.5,1,Services,Equipment Purchase,micro_entrepreneur,0.2775,1
10847,5221,251967,5494,49,386856,12,2,664173,11688,435096,property,1.0,1,Services,Construction Project,civil_servant,1.0,1
5983,2439,87585,6286,28,255419,3,3,346247,2184,120939,equipment,0.5,1,Wholesale,Working Capital,small_trader,1.0,1
12047,6564,37448,1567,23,59829,10,6,93817,0,17969,equipment,0.5,0,Construction,Working Capital,construction,1.0,1
10764,6076,55536,1300,30,100200,15,5,149961,10436,37020,vehicle,0.8,1,Transport,Equipment Purchase,transport_worker,1.0,1
12519,7490,77361,2415,22,16404,11,5,24927,0,12631,equipment,0.5,0,Construction,Business Expansion,construction,0.2788,0
5768,5016,18021,561,10,13201,5,7,15332,1587,1083,other,0.2,1,Construction,Other,daily_laborer,1.0,1
17012,7070,110971,2458,34,294931,17,6,714410,15856,278929,equipment,0.5,1,Food & Beverage,Working Capital,small_trader,1.0,1
6163,4244,62340,4689,12,37909,21,6,38814,4193,37443,livestock,0.4,1,Agriculture,Agricultural Input,farmer,0.59,1
57014,25623,154097,10348,13,673589,42,2,1604030,72849,596386,savings,0.7,1,Technology,Business Expansion,professional,1.0,1
30742,13054,200636,2501,16,48003,23,2,104956,26136,96822,savings,0.7,1,Other,Working Capital,civil_servant,0.097,0
8447,4795,33107,2475,11,153263,25,4,209127,0,0,none,0.0,0,Transport,Working Capital,transport_worker,1.0,1
27342,11051,84608,4795,23,109517,18,4,231377,15775,84032,savings,0.7,1,Other,Vehicle Purchase,civil_servant,0.3945,0
17902,6091,251064,24036,46,671212,21,2,2454015,17667,988473,savings,0.7,1,Other,Construction Project,professional,1.0,1
7870,5976,14683,798,16,62373,9,4,33000,0,0,none,0.0,0,Other,Other,daily_laborer,1.0,1
22765,11021,219234,3642,43,332796,7,4,417029,11742,331171,vehicle,0.8,1,Other,Working Capital,civil_servant,1.0,1
30297,11384,120482,9306,19,332647,30,2,403000,33839,538784,property,1.0,1,Other,Vehicle Purchase,civil_servant,0.522,0
25692,14088,49621,2309,28,350563,12,1,463903,23336,808824,savings,0.7,1,Services,Construction Project,civil_servant,1.0,1
10034,4692,48243,9731,30,177136,35,3,487913,7464,90632,property,1.0,1,Manufacturing,Equipment Purchase,micro_entrepreneur,1.0,1
6147,3194,19561,9178,28,49356,9,2,166256,7258,57825,equipment,0.5,1,Manufacturing,Working Capital,micro_entrepreneur,1.0,1
13436,9119,36754,1821,12,97764,8,4,118040,0,20889,savings,0.7,0,Transport,Equipment Purchase,transport_worker,1.0,1
11659,5464,91871,397,34,97847,13,3,79460,3097,44424,other,0.2,1,Agriculture,Equipment Purchase,farmer,1.0,1
14059,7578,74033,2681,8,37801,5,5,50914,5151,0,none,0.0,1,Construction,Business Expansion,construction,1.0,1
11883,6276,83546,3096,29,197974,18,7,165229,3145,186145,other,0.2,1,Agriculture,Agricultural Input,farmer,1.0,1
26026,12298,136864,2354,44,208627,15,0,441584,19427,357454,vehicle,0.8,1,Manufacturing,Equipment Purchase,micro_entrepreneur,1.0,1
34955,18757,203492,5923,42,320691,9,2,869599,37467,278665,property,1.0,1,Services,Vehicle Purchase,civil_servant,1.0,1
16589,11307,58326,1713,22,66304,6,3,93831,0,0,none,0.0,0,Construction,Equipment Purchase,construction,1.0,1
